Date,Adj Close,Close,High,Low,Open,Volume,SMA20,EMA20,RSI,MACD,BB_High,BB_Low,Target
2025-10-01,254.72935485839844,255.4499969482422,258.7900085449219,254.92999267578125,255.0399932861328,48713900,243.9734992980957,245.68202138486072,68.82229230545322,7.421832838127273,263.3788273211638,224.56817127502762,1
2025-10-02,256.40460205078125,257.1300048828125,258.17999267578125,254.14999389648438,256.5799865722656,42630200,244.84099960327148,246.7723055275228,70.25688253655048,7.424161778701745,264.95711670088394,224.72488250565905,1
2025-10-03,257.2920837402344,258.0199890136719,259.239990234375,253.9499969482422,254.6699981689453,49155600,245.75749893188475,247.8435134785846,71.01768579157894,7.412376500089891,266.51150772611635,225.00349013765316,0
2025-10-06,255.96585083007812,256.69000244140625,259.07000732421875,255.0500030517578,257.989990234375,44664100,246.69799880981446,248.68603623694858,68.20978205732455,7.21257569769088,267.64277536741963,225.7532222522093,0
2025-10-07,255.75643920898438,256.4800109863281,257.3999938964844,255.42999267578125,256.80999755859375,31955800,247.80449905395508,249.4283195464133,67.75427881233585,6.957090557540766,268.35758304532254,227.2514150625876,1
2025-10-08,257.3320007324219,258.05999755859375,258.5199890136719,256.1099853515625,256.5199890136719,36496900,249.3679992675781,250.2503841190019,69.40954269611747,6.803679868800003,267.9519786387132,230.78401989644306,0
2025-10-09,253.3233184814453,254.0399932861328,258.0,253.13999938964844,257.80999755859375,38322000,250.56849899291993,250.61129927777625,60.850639862032956,6.285267394418781,266.9750020922864,234.16199589355347,0
2025-10-10,244.57806396484375,245.27000427246094,256.3800048828125,244.0,254.94000244140625,61999100,251.12849884033204,250.10260451536527,47.18182487262492,5.107876532836684,265.93031320294386,236.32668447772022,1
2025-10-13,246.96131896972656,247.66000366210938,249.69000244140625,245.55999755859375,249.3800048828125,38142900,251.6764991760254,249.86997586267424,50.44850000017678,4.3178651078900145,265.0429590418165,238.31003931023426,1
2025-10-14,247.07101440429688,247.77000427246094,248.85000610351562,244.6999969482422,246.60000610351562,35478000,252.15749969482422,249.6699785683682,50.599937016530866,3.658478825263103,264.16565004441145,240.149349345237,1
